DateTime,Website Name,URL,Status,Ping (ms),TCP Connect (ms),TLS Handshake (ms),DNS Time (ms),HTTP TTFB (ms),HTTP FirstChunk (ms),HTTP Total (ms),Redirects,Redirect Times (ms),Content Size (KB),Keyword Check,SSL Days Left,SSL Expiry Date,Probes Summary,Notes
2025-10-15T07:00:12.869510+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),69.75,N/A,11.52,515.83,0.24,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:16.187336+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),67.55,N/A,22.96,612.35,0.46,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:19.384966+00:00,SMPB Odisha,https://smpbodisha.in/,Up,84.04,201.94,N/A,4.46,1082.92,0.58,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:23.363410+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),56.3,N/A,3.67,468.07,0.43,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:26.589650+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),47.47,N/A,40.46,522.67,0.27,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:30.078173+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,137.49,172.2,N/A,3.41,2012.5,11.76,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:51.656678+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,134.41,1292.01,N/A,4.58,944.63,3.85,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:56.628051+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.19,20.43,N/A,4.76,434.16,0.4,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:57.654627+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,148.62,186.82,N/A,4.1,2294.19,0.45,0.04,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:04.977833+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,263.21,235.75,N/A,3.97,1206.93,0.31,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:09.793067+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),46.48,N/A,113.47,430.77,0.27,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:13.411239+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),46.41,N/A,86.26,583.71,0.55,0.04,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:16.570401+00:00,SMPB Odisha,https://smpbodisha.in/,Up,88.1,96.92,N/A,58.58,1366.35,42.32,0.04,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:21.588159+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),69.0,N/A,3.96,489.98,0.41,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:24.872591+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),15.99,N/A,3.34,454.75,0.37,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:28.074487+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,Failed (No Response),157.77,N/A,104.86,1633.23,464.9,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:49.908215+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,102.88,294.18,N/A,35.87,900.75,0.61,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:54.648409+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.19,33.11,N/A,194.54,613.88,0.26,0.04,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:56.123206+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,127.51,10308.73,N/A,3.57,1729.03,0.35,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:17.054926+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,124.26,157.0,N/A,3.61,924.37,0.5,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:18.634292+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),45.7,N/A,5.34,534.29,0.22,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:22.199589+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),31.57,N/A,3.96,502.98,0.47,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:25.169011+00:00,SMPB Odisha,https://smpbodisha.in/,Up,116.27,237.37,N/A,3.53,1472.07,5.93,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:29.898101+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),36.93,N/A,4.36,635.4,0.56,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:33.357519+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),16.05,N/A,3.9,590.46,0.33,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:36.936692+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),128.18,153.98,N/A,3.89,3581.1,171.94,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 3581.1ms > threshold 3000.0ms
2025-10-15T07:00:54.602497+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,101.69,223.42,N/A,2.97,1234.06,313.27,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:58.717086+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,27.43,91.04,N/A,4.06,465.42,0.38,0.05,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:59.967113+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,148.79,153.54,N/A,3.16,1004.17,1318.79,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:25.588369+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,114.99,245.49,N/A,3.21,1401.55,0.44,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:19.606968+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),44.98,N/A,5.26,476.46,0.2,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:22.855005+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),33.09,N/A,2.98,406.44,0.43,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:25.508710+00:00,SMPB Odisha,https://smpbodisha.in/,Up,146.15,131.61,N/A,4.0,1332.81,6.13,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:00:29.899534+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),36.93,N/A,2.94,635.57,0.56,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:33.371902+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),35.43,N/A,3.65,568.13,0.45,0.08,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:00:36.885447+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,148.83,10085.89,N/A,3.78,1557.75,0.95,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:05.687710+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,157.16,228.17,N/A,4.04,1265.85,5.64,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:09.613214+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,35.03,54.55,N/A,3.45,455.85,0.29,0.05,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:10.679451+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,233.98,147.31,N/A,3.1,1211.32,0.41,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:40.454406+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,99.03,281.54,N/A,2.95,1072.98,0.33,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:20.512769+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),29.36,N/A,3.35,663.34,0.17,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:24.148558+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),15.8,N/A,4.13,515.56,0.35,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:26.876414+00:00,SMPB Odisha,https://smpbodisha.in/,Up,225.25,236.57,N/A,3.86,1188.98,0.48,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:30.835108+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),60.53,N/A,6.57,450.71,0.5,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:34.147437+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),31.45,N/A,3.54,518.84,0.29,0.04,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:37.396885+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),Failed (No Response),153.02,N/A,3.64,3105.66,0.75,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed; TTFB 3105.66ms > threshold 3000.0ms
2025-10-15T07:01:50.673723+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,123.65,261.19,N/A,2.95,1162.79,5.58,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:54.559881+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,16.1,31.58,N/A,39.1,107.95,0.46,0.09,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:55.348327+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),148.24,169.11,N/A,2.85,3428.12,850.31,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 3428.12ms > threshold 3000.0ms
2025-10-15T07:02:12.299913+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,96.18,119.16,N/A,3.85,1292.6,0.23,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:18.034898+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),39.97,N/A,6.41,623.32,0.25,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:21.481697+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),38.43,N/A,4.25,589.66,0.4,0.01,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:24.332692+00:00,SMPB Odisha,https://smpbodisha.in/,Up,106.57,238.77,N/A,3.22,1228.75,0.5,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:28.436183+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),55.77,N/A,3.54,461.16,0.42,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:31.557959+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),14.72,N/A,3.83,511.74,0.31,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:34.760882+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,148.99,153.71,N/A,3.14,2015.78,0.92,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:46.191742+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,103.38,220.21,N/A,3.71,744.47,4.34,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:49.027627+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,24.88,89.91,N/A,4.51,513.05,0.37,0.05,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:50.245696+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,94.4,10207.01,N/A,3.15,1184.47,230.56,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:29.672115+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,82.82,235.5,N/A,2.81,1354.39,0.25,0.03,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:29.359117+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),16.11,N/A,3.75,426.51,0.23,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:32.349441+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),15.89,N/A,3.17,412.08,0.41,0.03,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:34.940562+00:00,SMPB Odisha,https://smpbodisha.in/,Up,103.77,174.67,N/A,3.73,1218.16,1.21,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:38.986564+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),78.22,N/A,49.84,472.95,0.47,0.03,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:42.306362+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),25.41,N/A,2.92,399.94,0.27,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:45.406647+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),96.04,10110.53,N/A,3.14,11640.56,9.28,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11640.56ms > threshold 3000.0ms
2025-10-15T07:02:14.246612+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,104.57,104.33,N/A,4.13,1312.5,0.55,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:17.611212+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.2,6.52,N/A,3.29,433.82,0.31,0.06,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:18.609493+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),148.13,172.2,N/A,3.33,11079.7,0.44,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11079.7ms > threshold 3000.0ms
2025-10-15T07:02:37.149526+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,85.24,1280.77,N/A,3.41,1187.83,0.28,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:20.688138+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),39.74,N/A,6.03,565.45,0.18,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:24.232210+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),28.36,N/A,3.41,536.3,0.48,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:27.009020+00:00,SMPB Odisha,https://smpbodisha.in/,Up,186.53,240.15,N/A,3.59,1303.4,5.28,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:31.041223+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),47.96,N/A,32.53,473.29,0.39,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:34.298208+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),15.95,N/A,3.1,451.3,0.31,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:37.625758+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,92.82,10223.34,N/A,3.44,1375.54,157.49,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:02.961481+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,236.31,203.24,N/A,43.64,1258.71,0.59,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:06.507703+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.95,30.73,N/A,4.47,513.42,0.32,0.04,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:07.748667+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),134.06,223.59,N/A,41.66,11273.69,0.43,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11273.69ms > threshold 3000.0ms
2025-10-15T07:02:44.378368+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,158.63,105.39,N/A,3.01,2231.87,0.27,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:21.856991+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),50.75,N/A,5.12,581.93,0.28,0.03,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:25.515512+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),65.03,N/A,21.38,758.74,0.43,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:28.871324+00:00,SMPB Odisha,https://smpbodisha.in/,Up,97.5,141.11,N/A,3.4,1581.88,271.15,0.04,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:32.710367+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),40.05,N/A,2.73,340.99,0.52,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:35.746233+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),70.86,N/A,27.81,479.32,0.31,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:39.106636+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,158.01,182.76,N/A,3.7,1206.52,747.45,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:08.235788+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,213.97,345.05,N/A,3.07,906.28,29.99,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:17.382437+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.31,13.97,N/A,4.45,389.66,0.32,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
