DateTime,Website Name,URL,Status,Ping (ms),TCP Connect (ms),TLS Handshake (ms),DNS Time (ms),HTTP TTFB (ms),HTTP FirstChunk (ms),HTTP Total (ms),Redirects,Redirect Times (ms),Content Size (KB),Keyword Check,SSL Days Left,SSL Expiry Date,Probes Summary,Notes
2025-10-15T11:09:32.114044+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),191.76,170.54,N/A,4.29,11146.15,0.81,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11146.15ms > threshold 3000.0ms
2025-10-15T11:09:47.323476+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,228.83,264.21,N/A,3.16,1571.88,11.38,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:09:52.113998+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,31.92,20.99,N/A,87.46,434.05,0.4,0.06,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:09:53.317371+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,79.61,218.43,N/A,3.77,1269.3,0.34,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:09:56.798959+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,Failed (No Response),108.27,N/A,3.1,886.29,0.29,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:18:21.847301+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),31.26,N/A,4.68,448.41,0.26,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:18:25.065370+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),15.24,N/A,2.96,606.79,0.8,0.01,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:18:27.909425+00:00,SMPB Odisha,https://smpbodisha.in/,Up,94.87,166.15,N/A,3.61,800.8,0.64,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:18:30.720331+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),25.6,N/A,4.05,354.83,0.4,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:18:33.954861+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),57.69,N/A,73.86,647.65,0.3,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:18:37.761375+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,189.8,10152.72,N/A,3.8,2559.03,2.32,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:13.317798+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,228.24,262.8,N/A,3.45,1758.19,10.32,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:19.797354+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,44.14,26.75,N/A,41.78,442.34,0.45,0.12,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:20.979729+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),148.85,10122.37,N/A,3.33,10830.89,0.51,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 10830.89ms > threshold 3000.0ms
2025-10-15T11:19:48.823972+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,92.98,139.4,N/A,131.91,990.92,0.29,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:17:25.929479+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),42.1,N/A,109.13,407.83,0.24,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:17:29.202416+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),36.72,N/A,60.69,394.18,0.49,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:17:31.892761+00:00,SMPB Odisha,https://smpbodisha.in/,Up,82.67,99.35,N/A,59.72,906.21,0.64,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:17:34.971084+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),46.59,N/A,3.89,468.22,0.49,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:17:38.198754+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),62.4,N/A,3.72,527.68,0.55,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:17:41.678809+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,147.9,148.59,N/A,104.36,1424.37,0.67,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:18:05.884438+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.6,255.03,N/A,118.91,1656.9,10.52,0.05,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:18:11.126016+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.1,22.22,N/A,36.31,415.98,0.38,0.06,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:37.573548+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,147.88,10095.91,N/A,33.13,1184.11,0.76,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok_after_retry"": true, ""retry_index"": 2, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:20:01.118681+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,83.34,92.94,N/A,2.9,736.25,48.63,0.05,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:00.407467+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),77.34,N/A,69.45,540.42,0.3,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:19:03.776705+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),48.82,N/A,3.64,620.41,0.43,0.01,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:19:06.865998+00:00,SMPB Odisha,https://smpbodisha.in/,Up,82.79,88.2,N/A,31.43,856.88,31.94,0.03,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:09.545544+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),51.3,N/A,3.83,502.49,0.6,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:19:12.801391+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),35.95,N/A,3.24,542.66,0.3,0.06,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:19:16.124452+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),172.89,157.78,N/A,63.14,11225.77,0.71,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11225.77ms > threshold 3000.0ms
2025-10-15T11:19:50.628350+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,226.37,232.87,N/A,3.23,1559.98,6.24,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:55.497341+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.57,29.66,N/A,3.24,461.21,0.34,0.18,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:19:56.634204+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),171.55,10242.83,N/A,31.7,10889.91,0.41,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 10889.91ms > threshold 3000.0ms
2025-10-15T11:20:20.896580+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,122.92,112.16,N/A,32.1,1025.37,0.58,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:20:03.576642+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),37.83,N/A,33.74,395.22,0.23,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:20:06.651660+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),35.04,N/A,3.63,414.85,0.41,0.02,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:20:09.275027+00:00,SMPB Odisha,https://smpbodisha.in/,Up,81.77,86.24,N/A,3.8,776.41,0.51,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:20:12.016555+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),108.28,N/A,3.08,385.3,0.56,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:20:15.262151+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),45.21,N/A,3.92,719.15,0.33,0.05,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:20:18.963131+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),220.67,10175.44,N/A,4.38,11015.77,2.35,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11015.77ms > threshold 3000.0ms
2025-10-15T11:20:52.408251+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.35,262.11,N/A,3.13,1545.71,0.55,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:20:57.130415+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.06,9.29,N/A,39.44,439.06,0.35,0.05,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:20:58.225964+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,194.39,10145.82,N/A,28.49,2058.25,230.35,0.04,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:21:27.756081+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,125.61,123.96,N/A,3.53,818.69,0.42,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:21:30.386339+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),89.32,N/A,106.17,491.93,0.31,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:21:33.863544+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),16.59,N/A,2.83,478.53,0.51,0.02,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:21:36.637322+00:00,SMPB Odisha,https://smpbodisha.in/,Up,82.9,172.32,N/A,3.46,910.18,0.55,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:21:39.214114+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),26.16,N/A,4.37,352.56,0.47,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:21:42.294390+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),21.01,N/A,3.7,436.73,0.35,0.05,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:21:45.322508+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),171.1,171.68,N/A,3.48,10995.38,3.77,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 10995.38ms > threshold 3000.0ms
2025-10-15T11:22:01.114854+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,282.59,296.4,N/A,3.09,1632.77,0.57,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:22:06.232455+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.76,21.98,N/A,118.66,99.72,0.38,0.09,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:22:07.072409+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),171.56,10241.96,N/A,31.63,10883.39,0.4,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 10883.39ms > threshold 3000.0ms
2025-10-15T11:22:45.210587+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,83.94,194.13,N/A,3.34,788.16,47.02,0.06,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:26:17.224422+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),47.87,N/A,56.09,529.37,0.4,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:26:20.695186+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),55.42,N/A,98.65,573.69,0.34,0.01,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:26:23.851637+00:00,SMPB Odisha,https://smpbodisha.in/,Up,83.44,86.23,N/A,145.25,880.49,0.52,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:26:26.652200+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),22.15,N/A,3.6,491.82,0.48,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:26:29.773634+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),36.01,N/A,3.99,435.57,0.37,0.06,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:26:33.034923+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),149.31,10086.42,N/A,107.35,11358.38,0.97,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11358.38ms > threshold 3000.0ms
2025-10-15T11:27:22.351767+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.84,235.84,N/A,131.82,1607.51,10.97,0.04,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:27:27.515792+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,49.34,19.26,N/A,60.75,434.55,0.45,0.09,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:27:28.688299+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,80.78,99.65,N/A,103.63,979.2,0.46,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:27:31.561216+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,95.68,87.5,N/A,59.92,951.59,0.47,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:02.687252+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),17.64,N/A,37.55,580.95,0.2,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:06.085950+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),16.71,N/A,5.02,576.36,0.31,0.01,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:08.927573+00:00,SMPB Odisha,https://smpbodisha.in/,Up,146.16,107.01,N/A,3.86,1086.4,0.99,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:11.994895+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),47.33,N/A,25.95,656.93,0.54,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:15.677677+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),41.18,N/A,2.74,710.88,0.44,0.09,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:19.388722+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,148.06,1156.62,N/A,3.94,1525.64,1608.25,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:38.662488+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,229.44,243.87,N/A,3.54,1550.74,11.5,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:43.271406+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,4.76,33.63,N/A,108.79,431.54,0.42,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:44.408090+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,80.3,101.83,N/A,3.5,840.73,0.46,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:46.809330+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,83.67,81.49,N/A,3.28,706.55,0.33,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:02.687260+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),17.58,N/A,37.58,528.53,0.2,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:06.041849+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),37.62,N/A,4.32,585.27,1.15,0.02,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:08.857338+00:00,SMPB Odisha,https://smpbodisha.in/,Up,83.17,106.89,N/A,3.97,1147.51,0.64,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:11.978366+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),37.81,N/A,4.05,671.31,0.52,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:15.632245+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),48.12,N/A,41.22,758.22,0.26,0.07,0,[],8904,Pass,33,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:28:19.367011+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),80.07,10097.35,N/A,3.71,11048.93,5.82,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11048.93ms > threshold 3000.0ms
2025-10-15T11:28:50.626381+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.47,233.29,N/A,2.83,1554.69,0.61,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:55.458470+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.39,6.49,N/A,4.54,410.29,0.36,0.11,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:56.416188+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,80.58,82.53,N/A,3.92,854.8,0.38,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:28:58.604071+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,84.05,102.42,N/A,3.61,762.39,0.36,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T11:29:05.473877+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),38.84,N/A,36.37,448.43,0.19,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:29:08.735374+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),29.64,N/A,3.55,556.13,0.39,0.01,0,[],Unknown,Skipped,84,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T11:29:11.514266+00:00,SMPB Odisha,https://smpbodisha.in/,Up,80.75,148.66,N/A,3.38,1037.87,0.55,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
